event_id,user_id,event_type,event_date,product_id,amount,traffic_source
6350,3899,page_view,2025-12-30 11:21:09.678136,102,,organic
7917,4715,page_view,2025-12-30 11:42:40.120312,305,,social
6215,3823,page_view,2025-12-30 11:53:13.751547,404,,paid_ads
10151,5881,page_view,2025-12-30 11:55:02.531924,404,,organic
9503,5548,page_view,2025-12-30 11:56:18.018155,404,,paid_ads
9504,5548,add_to_cart,2025-12-30 11:58:18.018155,404,,paid_ads
8485,5022,page_view,2025-12-30 11:58:45.985126,205,,social
9505,5548,checkout_start,2025-12-30 12:03:18.018155,404,,paid_ads
7761,4642,page_view,2025-12-30 12:04:15.835275,404,,paid_ads
9506,5548,payment_info,2025-12-30 12:05:18.018155,404,,paid_ads
9507,5548,purchase,2025-12-30 12:10:18.018155,404,145.91,paid_ads
9431,5510,page_view,2025-12-30 12:54:42.915383,102,,organic
9025,5298,page_view,2025-12-30 12:57:48.072986,201,,social
5862,3616,page_view,2025-12-30 13:13:28.797518,205,,paid_ads
8304,4924,page_view,2025-12-30 13:17:43.035561,201,,organic
5270,3300,page_view,2025-12-30 13:27:48.092202,205,,organic
5271,3300,add_to_cart,2025-12-30 13:35:48.092202,205,,organic
5272,3300,checkout_start,2025-12-30 13:42:48.092202,205,,organic
2505,1829,page_view,2025-12-30 13:48:08.683730,404,,social
5273,3300,payment_info,2025-12-30 13:48:48.092202,205,,organic
5274,3300,purchase,2025-12-30 13:49:48.092202,205,185.98,organic
3019,2097,page_view,2025-12-30 13:55:00.837867,101,,organic
8156,4848,page_view,2025-12-30 13:59:29.795716,205,,organic
1689,1382,page_view,2025-12-30 14:02:37.025327,201,,organic
6096,3755,page_view,2025-12-30 14:11:05.218449,102,,paid_ads
8647,5100,page_view,2025-12-30 14:12:10.044192,205,,social
6097,3755,add_to_cart,2025-12-30 14:14:05.218449,102,,paid_ads
10062,5829,page_view,2025-12-30 14:17:01.687273,101,,organic
9910,5757,page_view,2025-12-30 14:20:25.457580,102,,social
6424,3941,page_view,2025-12-30 14:28:15.055132,102,,paid_ads
9214,5400,page_view,2025-12-30 14:32:57.288684,404,,organic
10063,5829,add_to_cart,2025-12-30 14:37:01.687273,101,,organic
8285,4912,page_view,2025-12-30 14:37:14.854668,102,,social
6496,3985,page_view,2025-12-30 14:37:17.566382,101,,organic
3335,2267,page_view,2025-12-30 14:39:26.315457,201,,email
3336,2267,add_to_cart,2025-12-30 14:42:26.315457,201,,email
10064,5829,checkout_start,2025-12-30 14:46:01.687273,101,,organic
9227,5409,page_view,2025-12-30 14:48:46.007769,201,,paid_ads
6477,3974,page_view,2025-12-30 14:52:18.474875,102,,organic
3337,2267,checkout_start,2025-12-30 14:52:26.315457,201,,email
6478,3974,add_to_cart,2025-12-30 14:54:18.474875,102,,organic
10272,5941,page_view,2025-12-30 14:54:30.451508,205,,paid_ads
6497,3985,add_to_cart,2025-12-30 14:55:17.566382,101,,organic
3338,2267,payment_info,2025-12-30 15:00:26.315457,201,,email
6498,3985,checkout_start,2025-12-30 15:01:17.566382,101,,organic
3339,2267,purchase,2025-12-30 15:02:26.315457,201,119.36,email
8097,4816,page_view,2025-12-30 15:06:09.553336,201,,social
8098,4816,add_to_cart,2025-12-30 15:15:09.553336,201,,social
9840,5722,page_view,2025-12-30 15:26:41.391064,205,,social
1335,1197,page_view,2025-12-30 15:43:25.341225,102,,paid_ads
10053,5825,page_view,2025-12-30 15:45:02.800329,102,,email
5361,3352,page_view,2025-12-30 15:58:35.235218,101,,organic
7399,4455,page_view,2025-12-30 16:01:36.733527,205,,social
10054,5825,add_to_cart,2025-12-30 16:04:02.800329,102,,email
5340,3335,page_view,2025-12-30 16:38:40.843021,102,,organic
8265,4901,page_view,2025-12-30 16:46:47.399122,102,,organic
1072,1040,page_view,2025-12-30 16:49:37.460314,102,,social
4819,3046,page_view,2025-12-30 16:51:04.785539,101,,social
2659,1909,page_view,2025-12-30 17:03:05.530471,305,,paid_ads
8266,4901,add_to_cart,2025-12-30 17:06:47.399122,102,,organic
3173,2181,page_view,2025-12-30 17:08:46.535331,201,,organic
9356,5480,page_view,2025-12-30 17:15:30.534432,404,,paid_ads
8267,4901,checkout_start,2025-12-30 17:16:47.399122,102,,organic
9357,5480,add_to_cart,2025-12-30 17:17:30.534432,404,,paid_ads
8268,4901,payment_info,2025-12-30 17:21:47.399122,102,,organic
8269,4901,purchase,2025-12-30 17:23:47.399122,102,21.87,organic
3174,2181,add_to_cart,2025-12-30 17:24:46.535331,201,,organic
4076,2655,page_view,2025-12-30 17:30:49.364509,201,,paid_ads
6871,4194,page_view,2025-12-30 17:32:24.572828,404,,paid_ads
6564,4016,page_view,2025-12-30 17:32:26.679999,404,,social
4605,2931,page_view,2025-12-30 18:04:04.200506,305,,social
1174,1100,page_view,2025-12-30 18:06:43.432117,205,,social
1175,1100,add_to_cart,2025-12-30 18:09:43.432117,205,,social
4606,2931,add_to_cart,2025-12-30 18:13:04.200506,305,,social
4607,2931,checkout_start,2025-12-30 18:20:04.200506,305,,social
4608,2931,payment_info,2025-12-30 18:25:04.200506,305,,social
3304,2247,page_view,2025-12-30 18:33:50.934230,205,,organic
6217,3825,page_view,2025-12-30 18:33:53.316106,102,,organic
6789,4140,page_view,2025-12-30 18:50:46.709676,404,,paid_ads
5029,3160,page_view,2025-12-30 18:55:44.352438,102,,organic
1404,1234,page_view,2025-12-30 18:59:39.949754,201,,organic
9492,5541,page_view,2025-12-30 19:02:45.960717,101,,paid_ads
5756,3568,page_view,2025-12-30 19:09:46.626980,205,,organic
5757,3568,add_to_cart,2025-12-30 19:14:46.626980,205,,organic
5758,3568,checkout_start,2025-12-30 19:15:46.626980,205,,organic
1244,1139,page_view,2025-12-30 19:16:39.475051,101,,social
3260,2223,page_view,2025-12-30 19:17:03.890972,201,,paid_ads
5759,3568,payment_info,2025-12-30 19:22:46.626980,205,,organic
3840,2537,page_view,2025-12-30 19:24:18.783649,102,,email
5760,3568,purchase,2025-12-30 19:27:46.626980,205,142.27,organic
1474,1268,page_view,2025-12-30 19:29:46.767766,201,,social
7619,4572,page_view,2025-12-30 19:32:24.446897,101,,paid_ads
3841,2537,add_to_cart,2025-12-30 19:36:18.783649,102,,email
7620,4572,add_to_cart,2025-12-30 19:37:24.446897,101,,paid_ads
7621,4572,checkout_start,2025-12-30 19:41:24.446897,101,,paid_ads
3842,2537,checkout_start,2025-12-30 19:43:18.783649,102,,email
7622,4572,payment_info,2025-12-30 19:43:24.446897,101,,paid_ads
3843,2537,payment_info,2025-12-30 19:45:18.783649,102,,email
3844,2537,purchase,2025-12-30 19:46:18.783649,102,128.29,email
7623,4572,purchase,2025-12-30 19:47:24.446897,101,133.05,paid_ads
5536,3456,page_view,2025-12-30 19:57:26.376419,404,,paid_ads
1122,1072,page_view,2025-12-30 20:00:15.391564,404,,email
9026,5299,page_view,2025-12-30 20:00:25.712552,305,,email
1123,1072,add_to_cart,2025-12-30 20:07:15.391564,404,,email
9027,5299,add_to_cart,2025-12-30 20:09:25.712552,305,,email
9028,5299,checkout_start,2025-12-30 20:11:25.712552,305,,email
2785,1968,page_view,2025-12-30 20:12:39.370675,404,,social
9029,5299,payment_info,2025-12-30 20:17:25.712552,305,,email
9030,5299,purchase,2025-12-30 20:19:25.712552,305,128.83,email
2786,1968,add_to_cart,2025-12-30 20:22:39.370675,404,,social
9550,5571,page_view,2025-12-30 20:29:09.805672,201,,organic
2787,1968,checkout_start,2025-12-30 20:29:39.370675,404,,social
3370,2277,page_view,2025-12-30 20:31:11.335220,305,,organic
2788,1968,payment_info,2025-12-30 20:32:39.370675,404,,social
2789,1968,purchase,2025-12-30 20:33:39.370675,404,121.12,social
7018,4277,page_view,2025-12-30 20:34:33.820443,404,,social
9551,5571,add_to_cart,2025-12-30 20:40:09.805672,201,,organic
4091,2662,page_view,2025-12-30 20:51:46.218932,205,,organic
7744,4632,page_view,2025-12-30 21:02:53.661402,205,,organic
1288,1171,page_view,2025-12-30 21:04:32.438221,102,,social
3221,2201,page_view,2025-12-30 21:11:01.509770,205,,social
4092,2662,add_to_cart,2025-12-30 21:11:46.218932,205,,organic
6274,3861,page_view,2025-12-30 21:12:56.652001,205,,organic
3726,2466,page_view,2025-12-30 21:18:33.681336,205,,organic
4093,2662,checkout_start,2025-12-30 21:19:46.218932,205,,organic
7745,4632,add_to_cart,2025-12-30 21:19:53.661402,205,,organic
4094,2662,payment_info,2025-12-30 21:27:46.218932,205,,organic
7746,4632,checkout_start,2025-12-30 21:28:53.661402,205,,organic
4095,2662,purchase,2025-12-30 21:30:46.218932,205,120.18,organic
9375,5487,page_view,2025-12-30 21:41:32.058469,102,,organic
4062,2651,page_view,2025-12-30 22:32:33.628307,102,,organic
8946,5253,page_view,2025-12-30 22:37:39.043694,201,,organic
4063,2651,add_to_cart,2025-12-30 22:43:33.628307,102,,organic
4064,2651,checkout_start,2025-12-30 22:46:33.628307,102,,organic
5863,3617,page_view,2025-12-30 22:47:46.722422,205,,email
3268,2231,page_view,2025-12-30 22:52:07.878013,101,,organic
4065,2651,payment_info,2025-12-30 22:52:33.628307,102,,organic
4066,2651,purchase,2025-12-30 22:53:33.628307,102,25.04,organic
9121,5347,page_view,2025-12-30 23:07:15.618548,101,,organic
5025,3156,page_view,2025-12-30 23:10:15.872353,404,,social
10185,5898,page_view,2025-12-30 23:23:57.811630,101,,email
2138,1614,page_view,2025-12-30 23:32:56.863919,201,,email
10186,5898,add_to_cart,2025-12-30 23:40:57.811630,101,,email
5893,3633,page_view,2025-12-30 23:45:30.582790,101,,social
10187,5898,checkout_start,2025-12-30 23:45:57.811630,101,,email
10188,5898,payment_info,2025-12-30 23:53:57.811630,101,,email
3955,2591,page_view,2025-12-30 23:54:40.562640,102,,email
10189,5898,purchase,2025-12-30 23:58:57.811630,101,24.7,email
8717,5139,page_view,2025-12-30 23:59:34.462204,102,,social
9517,5557,page_view,2025-12-31 00:01:51.273685,101,,email
3956,2591,add_to_cart,2025-12-31 00:04:40.562640,102,,email
8092,4811,page_view,2025-12-31 00:09:10.377553,101,,social
3957,2591,checkout_start,2025-12-31 00:11:40.562640,102,,email
3451,2329,page_view,2025-12-31 00:13:13.637159,305,,email
3020,2098,page_view,2025-12-31 00:13:37.557901,404,,paid_ads
3958,2591,payment_info,2025-12-31 00:19:40.562640,102,,email
3959,2591,purchase,2025-12-31 00:23:40.562640,102,117.22,email
3021,2098,add_to_cart,2025-12-31 00:24:37.557901,404,,paid_ads
8562,5067,page_view,2025-12-31 00:25:37.749022,404,,email
3022,2098,checkout_start,2025-12-31 00:34:37.557901,404,,paid_ads
3023,2098,payment_info,2025-12-31 00:41:37.557901,404,,paid_ads
3024,2098,purchase,2025-12-31 00:43:37.557901,404,53.57,paid_ads
1896,1482,page_view,2025-12-31 00:45:52.835977,205,,organic
1897,1482,add_to_cart,2025-12-31 00:56:52.835977,205,,organic
9170,5373,page_view,2025-12-31 01:17:31.636466,205,,paid_ads
1633,1353,page_view,2025-12-31 01:24:24.058261,404,,organic
3643,2425,page_view,2025-12-31 01:49:22.939436,305,,social
8568,5069,page_view,2025-12-31 01:56:58.662128,101,,organic
1490,1277,page_view,2025-12-31 01:59:40.578830,205,,social
8569,5069,add_to_cart,2025-12-31 02:07:58.662128,101,,organic
8570,5069,checkout_start,2025-12-31 02:10:58.662128,101,,organic
7136,4335,page_view,2025-12-31 02:12:44.230636,102,,organic
3760,2495,page_view,2025-12-31 02:14:48.119297,404,,organic
8571,5069,payment_info,2025-12-31 02:16:58.662128,101,,organic
6959,4239,page_view,2025-12-31 02:18:32.888048,102,,social
8572,5069,purchase,2025-12-31 02:18:58.662128,101,37.75,organic
3761,2495,add_to_cart,2025-12-31 02:22:48.119297,404,,organic
7198,4362,page_view,2025-12-31 02:30:14.778661,102,,organic
3762,2495,checkout_start,2025-12-31 02:30:48.119297,404,,organic
3763,2495,payment_info,2025-12-31 02:35:48.119297,404,,organic
8283,4910,page_view,2025-12-31 02:38:30.073286,102,,paid_ads
3764,2495,purchase,2025-12-31 02:38:48.119297,404,199.23,organic
3741,2481,page_view,2025-12-31 02:40:35.473427,205,,email
7630,4578,page_view,2025-12-31 02:47:28.603625,101,,social
4730,2994,page_view,2025-12-31 02:54:02.350436,305,,organic
3189,2188,page_view,2025-12-31 03:11:28.444093,101,,paid_ads
3190,2188,add_to_cart,2025-12-31 03:19:28.444093,101,,paid_ads
7563,4538,page_view,2025-12-31 03:28:24.621446,205,,social
3191,2188,checkout_start,2025-12-31 03:29:28.444093,101,,paid_ads
3192,2188,payment_info,2025-12-31 03:34:28.444093,101,,paid_ads
9770,5683,page_view,2025-12-31 03:37:16.782384,305,,social
4846,3058,page_view,2025-12-31 03:43:58.677461,101,,social
2060,1564,page_view,2025-12-31 03:45:37.483704,305,,social
10171,5891,page_view,2025-12-31 03:52:46.721433,305,,social
2061,1564,add_to_cart,2025-12-31 04:02:37.483704,305,,social
2062,1564,checkout_start,2025-12-31 04:05:37.483704,305,,social
2670,1916,page_view,2025-12-31 04:05:54.764436,305,,social
8920,5242,page_view,2025-12-31 04:19:57.315453,101,,organic
8921,5242,add_to_cart,2025-12-31 04:28:57.315453,101,,organic
10015,5805,page_view,2025-12-31 04:29:29.423644,102,,paid_ads
3859,2542,page_view,2025-12-31 04:30:48.687073,404,,social
8922,5242,checkout_start,2025-12-31 04:31:57.315453,101,,organic
10016,5805,add_to_cart,2025-12-31 04:41:29.423644,102,,paid_ads
10017,5805,checkout_start,2025-12-31 04:50:29.423644,102,,paid_ads
2588,1870,page_view,2025-12-31 04:50:32.458542,205,,organic
10018,5805,payment_info,2025-12-31 04:55:29.423644,102,,paid_ads
10019,5805,purchase,2025-12-31 04:57:29.423644,102,156.75,paid_ads
7531,4520,page_view,2025-12-31 05:04:02.787354,201,,paid_ads
9791,5694,page_view,2025-12-31 05:07:43.948176,201,,email
9899,5754,page_view,2025-12-31 05:08:16.231012,101,,social
9792,5694,add_to_cart,2025-12-31 05:09:43.948176,201,,email
9793,5694,checkout_start,2025-12-31 05:17:43.948176,201,,email
3201,2194,page_view,2025-12-31 05:18:33.814304,305,,paid_ads
10323,5970,page_view,2025-12-31 05:28:32.791541,101,,email
3202,2194,add_to_cart,2025-12-31 05:31:33.814304,305,,paid_ads
3676,2444,page_view,2025-12-31 05:36:45.664162,205,,paid_ads
3203,2194,checkout_start,2025-12-31 05:38:33.814304,305,,paid_ads
10324,5970,add_to_cart,2025-12-31 05:39:32.791541,101,,email
3204,2194,payment_info,2025-12-31 05:40:33.814304,305,,paid_ads
5291,3312,page_view,2025-12-31 05:44:23.704811,404,,organic
1231,1131,page_view,2025-12-31 05:45:08.385347,305,,paid_ads
3205,2194,purchase,2025-12-31 05:45:33.814304,305,31.95,paid_ads
10325,5970,checkout_start,2025-12-31 05:47:32.791541,101,,email
10326,5970,payment_info,2025-12-31 05:52:32.791541,101,,email
10327,5970,purchase,2025-12-31 05:53:32.791541,101,41.24,email
3677,2444,add_to_cart,2025-12-31 05:56:45.664162,205,,paid_ads
3678,2444,checkout_start,2025-12-31 06:04:45.664162,205,,paid_ads
4356,2802,page_view,2025-12-31 06:06:34.648946,201,,email
3679,2444,payment_info,2025-12-31 06:11:45.664162,205,,paid_ads
5518,3440,page_view,2025-12-31 06:13:43.566324,101,,email
3680,2444,purchase,2025-12-31 06:15:45.664162,205,158.75,paid_ads
8069,4798,page_view,2025-12-31 06:18:24.324896,102,,social
4208,2724,page_view,2025-12-31 06:43:58.365940,101,,organic
9241,5419,page_view,2025-12-31 06:46:17.394186,201,,organic
6654,4064,page_view,2025-12-31 06:46:29.850709,205,,organic
1827,1447,page_view,2025-12-31 06:51:41.649599,205,,social
1828,1447,add_to_cart,2025-12-31 06:53:41.649599,205,,social
1829,1447,checkout_start,2025-12-31 06:57:41.649599,205,,social
1830,1447,payment_info,2025-12-31 07:00:41.649599,205,,social
1831,1447,purchase,2025-12-31 07:01:41.649599,205,58.03,social
9242,5419,add_to_cart,2025-12-31 07:02:17.394186,201,,organic
9243,5419,checkout_start,2025-12-31 07:10:17.394186,201,,organic
9244,5419,payment_info,2025-12-31 07:14:17.394186,201,,organic
1061,1037,page_view,2025-12-31 07:15:11.381558,101,,paid_ads
9245,5419,purchase,2025-12-31 07:16:17.394186,201,106.51,organic
1062,1037,add_to_cart,2025-12-31 07:20:11.381558,101,,paid_ads
1063,1037,checkout_start,2025-12-31 07:27:11.381558,101,,paid_ads
2623,1890,page_view,2025-12-31 07:28:12.582974,102,,paid_ads
1064,1037,payment_info,2025-12-31 07:29:11.381558,101,,paid_ads
1065,1037,purchase,2025-12-31 07:31:11.381558,101,28.68,paid_ads
8413,4981,page_view,2025-12-31 07:34:38.103683,305,,social
8414,4981,add_to_cart,2025-12-31 07:39:38.103683,305,,social
10344,5980,page_view,2025-12-31 07:43:41.485553,101,,social
8415,4981,checkout_start,2025-12-31 07:46:38.103683,305,,social
8416,4981,payment_info,2025-12-31 07:49:38.103683,305,,social
3437,2319,page_view,2025-12-31 07:50:00.758088,205,,organic
5145,3221,page_view,2025-12-31 07:55:11.642852,205,,email
5146,3221,add_to_cart,2025-12-31 08:08:11.642852,205,,email
4106,2668,page_view,2025-12-31 08:10:03.954135,201,,organic
5147,3221,checkout_start,2025-12-31 08:14:11.642852,205,,email
5148,3221,payment_info,2025-12-31 08:16:11.642852,205,,email
5149,3221,purchase,2025-12-31 08:19:11.642852,205,184.18,email
9870,5735,page_view,2025-12-31 08:22:25.892269,101,,organic
7483,4499,page_view,2025-12-31 08:30:01.969459,102,,paid_ads
7434,4475,page_view,2025-12-31 08:40:50.485602,201,,organic
7484,4499,add_to_cart,2025-12-31 08:45:01.969459,102,,paid_ads
10035,5816,page_view,2025-12-31 08:57:21.059858,101,,paid_ads
4940,3114,page_view,2025-12-31 09:01:57.716226,404,,organic
4945,3115,page_view,2025-12-31 09:11:23.131660,201,,social
4941,3114,add_to_cart,2025-12-31 09:17:57.716226,404,,organic
4942,3114,checkout_start,2025-12-31 09:21:57.716226,404,,organic
4317,2779,page_view,2025-12-31 09:23:28.125692,102,,social
4943,3114,payment_info,2025-12-31 09:26:57.716226,404,,organic
2936,2049,page_view,2025-12-31 09:27:05.576582,404,,social
4944,3114,purchase,2025-12-31 09:29:57.716226,404,23.25,organic
9485,5538,page_view,2025-12-31 09:44:34.516190,305,,email
4487,2863,page_view,2025-12-31 09:50:22.760315,201,,paid_ads
9486,5538,add_to_cart,2025-12-31 09:50:34.516190,305,,email
8625,5087,page_view,2025-12-31 09:50:43.834086,305,,email
9487,5538,checkout_start,2025-12-31 09:54:34.516190,305,,email
7109,4323,page_view,2025-12-31 09:56:14.848983,201,,social
9488,5538,payment_info,2025-12-31 09:57:34.516190,305,,email
9489,5538,purchase,2025-12-31 10:01:34.516190,305,45.04,email
5200,3253,page_view,2025-12-31 10:13:22.969803,305,,social
3470,2338,page_view,2025-12-31 10:37:20.794843,102,,email
5332,3328,page_view,2025-12-31 11:04:59.006493,404,,paid_ads
2044,1557,page_view,2025-12-31 11:31:16.188823,205,,email
2045,1557,add_to_cart,2025-12-31 11:43:16.188823,205,,email
2046,1557,checkout_start,2025-12-31 11:44:16.188823,205,,email
5968,3681,page_view,2025-12-31 11:51:00.743019,305,,email
2047,1557,payment_info,2025-12-31 11:51:16.188823,205,,email
2048,1557,purchase,2025-12-31 11:53:16.188823,205,101.45,email
4661,2954,page_view,2025-12-31 12:14:09.265402,101,,email
2902,2031,page_view,2025-12-31 12:20:07.701883,201,,paid_ads
8545,5055,page_view,2025-12-31 12:26:18.990337,305,,organic
2903,2031,add_to_cart,2025-12-31 12:28:07.701883,201,,paid_ads
8985,5278,page_view,2025-12-31 12:29:43.328023,102,,social
9815,5707,page_view,2025-12-31 12:30:13.732190,305,,organic
1682,1379,page_view,2025-12-31 12:42:46.537441,102,,email
2572,1863,page_view,2025-12-31 13:01:42.214163,404,,organic
2573,1863,add_to_cart,2025-12-31 13:08:42.214163,404,,organic
2853,2000,page_view,2025-12-31 13:29:35.358243,102,,social
1153,1090,page_view,2025-12-31 13:31:56.468720,102,,organic
7855,4685,page_view,2025-12-31 13:32:49.677874,404,,social
6474,3971,page_view,2025-12-31 13:34:18.917320,305,,social
10021,5807,page_view,2025-12-31 13:36:21.766187,102,,social
1154,1090,add_to_cart,2025-12-31 13:40:56.468720,102,,organic
5917,3646,page_view,2025-12-31 13:42:50.689971,404,,social
1155,1090,checkout_start,2025-12-31 13:45:56.468720,102,,organic
1156,1090,payment_info,2025-12-31 13:50:56.468720,102,,organic
4796,3031,page_view,2025-12-31 13:51:04.768666,404,,organic
1529,1294,page_view,2025-12-31 13:52:24.230052,102,,social
1157,1090,purchase,2025-12-31 13:52:56.468720,102,53.47,organic
1452,1257,page_view,2025-12-31 13:53:58.287309,201,,email
4797,3031,add_to_cart,2025-12-31 13:55:04.768666,404,,organic
1453,1257,add_to_cart,2025-12-31 13:58:58.287309,201,,email
4798,3031,checkout_start,2025-12-31 14:01:04.768666,404,,organic
4799,3031,payment_info,2025-12-31 14:05:04.768666,404,,organic
4800,3031,purchase,2025-12-31 14:08:04.768666,404,173.18,organic
9772,5685,page_view,2025-12-31 14:30:08.802751,404,,organic
7888,4698,page_view,2025-12-31 14:45:38.981357,404,,organic
4060,2649,page_view,2025-12-31 14:50:59.051012,305,,organic
3407,2304,page_view,2025-12-31 15:01:11.473032,101,,email
3156,2173,page_view,2025-12-31 15:21:15.658093,205,,organic
8928,5246,page_view,2025-12-31 15:49:58.868155,201,,paid_ads
6007,3707,page_view,2025-12-31 16:00:13.088753,404,,paid_ads
1858,1460,page_view,2025-12-31 16:02:27.769103,101,,organic
8929,5246,add_to_cart,2025-12-31 16:04:58.868155,201,,paid_ads
10242,5925,page_view,2025-12-31 16:07:59.275320,404,,organic
6008,3707,add_to_cart,2025-12-31 16:10:13.088753,404,,paid_ads
1859,1460,add_to_cart,2025-12-31 16:11:27.769103,101,,organic
8930,5246,checkout_start,2025-12-31 16:12:58.868155,201,,paid_ads
6009,3707,checkout_start,2025-12-31 16:16:13.088753,404,,paid_ads
1860,1460,checkout_start,2025-12-31 16:16:27.769103,101,,organic
1861,1460,payment_info,2025-12-31 16:19:27.769103,101,,organic
8931,5246,payment_info,2025-12-31 16:19:58.868155,201,,paid_ads
1234,1134,page_view,2025-12-31 16:20:17.324692,205,,organic
1862,1460,purchase,2025-12-31 16:20:27.769103,101,89.52,organic
6139,3778,page_view,2025-12-31 16:21:10.976544,404,,social
6010,3707,payment_info,2025-12-31 16:21:13.088753,404,,paid_ads
8932,5246,purchase,2025-12-31 16:21:58.868155,201,109.46,paid_ads
6011,3707,purchase,2025-12-31 16:23:13.088753,404,37.38,paid_ads
6140,3778,add_to_cart,2025-12-31 16:35:10.976544,404,,social
5790,3587,page_view,2025-12-31 16:37:42.473197,101,,social
6141,3778,checkout_start,2025-12-31 16:40:10.976544,404,,social
6142,3778,payment_info,2025-12-31 16:42:10.976544,404,,social
5791,3587,add_to_cart,2025-12-31 16:42:42.473197,101,,social
6143,3778,purchase,2025-12-31 16:44:10.976544,404,29.53,social
9280,5442,page_view,2025-12-31 16:46:01.318222,205,,organic
